Ref_User;Ref_User_Emotion;Ref_User_Emotion_Percentage;Eval;Eval_User_Emotion;Eval_User_Emotion_Percentage;Emotion;Intensity;Dimension;Distance;Within_User
Echo;A;7;Delta;A;60;Anger;High;128;1.06;0
Delta;A;2;Alpha;A;55;Anger;High;128;1.06;0
Echo;A;6;Delta;A;59;Anger;High;128;1.06;0
Delta;H;8;Alpha;A;28;Anger;Low;128;1.06;0
Echo;A;2;Bravo;A;25;Anger;Low;128;1.06;0
Delta;A;1;Alpha;A;52;Anger;High;128;1.06;0
Bravo;H;2;Echo;A;28;Anger;Low;128;1.06;0
Charlie;A;6;Delta;A;50;Anger;High;128;1.06;0
Charlie;A;10;Delta;A;28;Anger;Low;128;1.06;0
Bravo;A;9;Echo;A;29;Anger;Low;128;1.06;0
Echo;A;8;Delta;A;58;Anger;High;128;1.06;0
Charlie;A;5;Delta;A;50;Anger;High;128;1.06;0
Bravo;A;4;Echo;A;26;Anger;Low;128;1.06;0
Charlie;A;4;Delta;A;24;Anger;Low;128;1.06;0
Charlie;A;4;Delta;A;23;Anger;Low;128;1.06;0
Charlie;A;7;Delta;A;57;Anger;High;128;1.06;0
Delta;A;2;Alpha;H;23;Happiness;Low;128;1.06;0
Charlie;A;7;Delta;A;24;Anger;Low;128;1.06;0
Charlie;A;7;Delta;A;23;Anger;Low;128;1.06;0
Bravo;A;2;Echo;A;26;Anger;Low;128;1.06;0
Charlie;A;4;Delta;A;50;Anger;High;128;1.06;0
Echo;A;2;Bravo;A;50;Anger;High;128;1.06;0
Charlie;A;6;Delta;A;56;Anger;High;128;1.06;0
Echo;A;9;Delta;A;56;Anger;High;128;1.06;0
Echo;A;2;Bravo;A;24;Anger;Low;128;1.06;0
Echo;A;7;Delta;A;59;Anger;High;128;1.06;0
Bravo;A;6;Echo;A;27;Anger;Low;128;1.06;0
Echo;A;2;Bravo;A;27;Anger;Low;128;1.06;0
Charlie;A;0;Delta;A;58;Anger;High;128;1.06;0
Charlie;H;0;Delta;A;58;Anger;High;128;1.06;0
Delta;A;8;Echo;A;55;Anger;High;128;1.06;0
Delta;A;3;Alpha;A;29;Anger;Low;128;1.06;0
Echo;A;2;Bravo;A;22;Anger;Low;128;1.06;0
Echo;A;5;Delta;A;60;Anger;High;128;1.06;0
Delta;A;9;Echo;A;55;Anger;High;128;1.06;0
Charlie;A;8;Delta;A;53;Anger;High;128;1.061;0
Delta;A;10;Charlie;H;59;Happiness;High;128;1.061;0
Bravo;A;5;Echo;A;26;Anger;Low;128;1.061;0
Charlie;A;5;Delta;A;56;Anger;High;128;1.061;0
Charlie;A;6;Delta;A;23;Anger;Low;128;1.061;0
Charlie;A;6;Delta;A;24;Anger;Low;128;1.061;0
Echo;A;10;Delta;A;54;Anger;High;128;1.061;0
Charlie;A;0;Delta;A;57;Anger;High;128;1.061;0
Charlie;H;0;Delta;A;57;Anger;High;128;1.061;0
Charlie;A;5;Delta;A;23;Anger;Low;128;1.061;0
Charlie;A;5;Delta;A;24;Anger;Low;128;1.061;0
Charlie;A;6;Delta;A;58;Anger;High;128;1.061;0
Bravo;H;7;Echo;A;29;Anger;Low;128;1.061;0
Delta;A;5;Alpha;A;56;Anger;High;128;1.061;0
Bravo;A;10;Echo;A;29;Anger;Low;128;1.061;0
Bravo;H;1;Echo;A;27;Anger;Low;128;1.061;0
Bravo;A;3;Echo;A;26;Anger;Low;128;1.061;0
Echo;A;9;Delta;A;55;Anger;High;128;1.061;0
Charlie;A;5;Delta;A;58;Anger;High;128;1.061;0
Delta;A;10;Echo;A;55;Anger;High;128;1.061;0
Charlie;A;4;Delta;A;56;Anger;High;128;1.061;0
Delta;A;3;Alpha;H;28;Happiness;Low;128;1.061;0
Delta;H;9;Alpha;A;52;Anger;High;128;1.061;0
Echo;A;2;Bravo;A;26;Anger;Low;128;1.061;0
Bravo;H;3;Echo;A;28;Anger;Low;128;1.061;0
Echo;A;8;Delta;A;57;Anger;High;128;1.061;0
Bravo;A;1;Echo;A;26;Anger;Low;128;1.061;0
Delta;A;4;Alpha;A;27;Anger;Low;128;1.061;0
Delta;A;9;Charlie;H;29;Happiness;Low;128;1.061;0
Delta;H;7;Alpha;H;20;Happiness;Low;128;1.061;0
Charlie;A;6;Delta;A;57;Anger;High;128;1.061;0
Delta;A;6;Alpha;H;51;Happiness;High;128;1.061;0
Charlie;A;4;Delta;A;58;Anger;High;128;1.061;0
Bravo;H;2;Echo;A;27;Anger;Low;128;1.061;0
Bravo;A;2;Echo;A;20;Anger;Low;128;1.061;0
Charlie;A;5;Delta;A;57;Anger;High;128;1.061;0
Charlie;A;3;Delta;A;60;Anger;High;128;1.061;0
Bravo;H;4;Echo;A;28;Anger;Low;128;1.061;0
Charlie;A;3;Delta;A;59;Anger;High;128;1.061;0
Delta;H;10;Alpha;A;52;Anger;High;128;1.061;0
Echo;A;5;Delta;A;59;Anger;High;128;1.061;0
Delta;A;4;Alpha;H;30;Happiness;Low;128;1.061;0
Delta;A;4;Alpha;H;29;Happiness;Low;128;1.061;0
Echo;H;2;Bravo;A;20;Anger;Low;128;1.062;0
Charlie;A;4;Delta;A;57;Anger;High;128;1.062;0
Delta;H;8;Alpha;H;23;Happiness;Low;128;1.062;0
Bravo;A;6;Echo;A;26;Anger;Low;128;1.062;0
Echo;A;6;Delta;A;58;Anger;High;128;1.062;0
Delta;A;2;Alpha;H;24;Happiness;Low;128;1.062;0
Charlie;A;8;Delta;A;26;Anger;Low;128;1.062;0
Bravo;H;9;Echo;A;29;Anger;Low;128;1.062;0
Echo;H;0;Bravo;A;52;Anger;High;128;1.062;0
Echo;A;0;Bravo;A;52;Anger;High;128;1.062;0
Echo;H;2;Bravo;A;21;Anger;Low;128;1.062;0
Echo;H;2;Bravo;A;23;Anger;Low;128;1.062;0
Delta;A;2;Alpha;H;26;Happiness;Low;128;1.062;0
Charlie;A;9;Delta;A;28;Anger;Low;128;1.062;0
Bravo;H;5;Echo;A;28;Anger;Low;128;1.062;0
Delta;A;3;Alpha;A;30;Anger;Low;128;1.062;0
Delta;H;7;Alpha;A;52;Anger;High;128;1.062;0
Bravo;H;8;Echo;A;29;Anger;Low;128;1.062;0
Delta;A;2;Alpha;H;25;Happiness;Low;128;1.062;0
Bravo;H;1;Echo;A;26;Anger;Low;128;1.062;0
Delta;H;7;Alpha;A;24;Anger;Low;128;1.062;0
Bravo;A;1;Echo;A;20;Anger;Low;128;1.062;0
Delta;A;8;Echo;A;23;Anger;Low;128;1.062;0
Charlie;H;0;Delta;A;26;Anger;Low;128;1.062;0
Charlie;A;0;Delta;A;26;Anger;Low;128;1.062;0
Delta;A;9;Charlie;H;30;Happiness;Low;128;1.062;0
Echo;H;2;Bravo;A;28;Anger;Low;128;1.062;0
Echo;H;2;Bravo;A;29;Anger;Low;128;1.062;0
Echo;H;2;Bravo;A;25;Anger;Low;128;1.062;0
Bravo;H;3;Echo;A;27;Anger;Low;128;1.062;0
Delta;H;7;Alpha;H;21;Happiness;Low;128;1.062;0
Echo;H;2;Bravo;A;51;Anger;High;128;1.062;0
Delta;A;9;Echo;A;23;Anger;Low;128;1.062;0
Echo;A;7;Delta;A;58;Anger;High;128;1.062;0
Delta;A;8;Echo;A;24;Anger;Low;128;1.062;0
Delta;A;8;Echo;A;25;Anger;Low;128;1.062;0
Delta;A;10;Charlie;H;29;Happiness;Low;128;1.062;0
Charlie;A;8;Delta;A;54;Anger;High;128;1.062;0
Charlie;A;0;Delta;A;51;Anger;High;128;1.063;0
Charlie;H;0;Delta;A;51;Anger;High;128;1.063;0
Delta;A;8;Echo;A;30;Anger;Low;128;1.063;0
Delta;A;9;Charlie;H;60;Happiness;High;128;1.063;0
Bravo;A;0;Echo;A;28;Anger;Low;128;1.063;0
Bravo;H;0;Echo;A;28;Anger;Low;128;1.063;0
Bravo;H;2;Echo;A;26;Anger;Low;128;1.063;0
Delta;A;9;Echo;A;30;Anger;Low;128;1.063;0
Echo;A;9;Delta;A;54;Anger;High;128;1.063;0
Bravo;H;4;Echo;A;27;Anger;Low;128;1.063;0
Bravo;A;7;Echo;A;28;Anger;Low;128;1.063;0
Echo;A;6;Delta;A;57;Anger;High;128;1.063;0
Bravo;A;2;Echo;A;56;Anger;High;128;1.063;0
Bravo;A;4;Echo;A;20;Anger;Low;128;1.063;0
Echo;H;2;Bravo;A;50;Anger;High;128;1.063;0
Echo;H;2;Bravo;A;24;Anger;Low;128;1.063;0
Charlie;A;7;Delta;A;51;Anger;High;128;1.063;0
Delta;A;1;Alpha;H;20;Happiness;Low;128;1.063;0
Echo;A;10;Delta;A;53;Anger;High;128;1.063;0
Echo;A;2;Bravo;A;30;Anger;Low;128;1.063;0
Echo;H;2;Bravo;A;27;Anger;Low;128;1.063;0
Echo;H;2;Bravo;A;22;Anger;Low;128;1.063;0
Delta;A;10;Echo;A;23;Anger;Low;128;1.063;0
Charlie;H;5;Delta;A;23;Anger;Low;128;1.063;0
Charlie;H;5;Delta;A;24;Anger;Low;128;1.063;0
Echo;A;8;Delta;A;56;Anger;High;128;1.063;0
Delta;A;10;Echo;A;30;Anger;Low;128;1.063;0
Delta;A;9;Echo;A;24;Anger;Low;128;1.063;0
Delta;A;9;Echo;A;25;Anger;Low;128;1.063;0
Echo;A;8;Delta;A;55;Anger;High;128;1.063;0
Echo;A;1;Bravo;A;20;Anger;Low;128;1.063;0
Bravo;H;1;Echo;A;20;Anger;Low;128;1.063;0
Bravo;H;5;Echo;A;27;Anger;Low;128;1.063;0
Delta;H;8;Alpha;H;24;Happiness;Low;128;1.063;0
Bravo;H;6;Echo;A;28;Anger;Low;128;1.063;0
Echo;A;5;Delta;A;58;Anger;High;128;1.063;0
Echo;A;1;Bravo;A;21;Anger;Low;128;1.063;0
Echo;A;1;Bravo;A;23;Anger;Low;128;1.063;0
Delta;H;8;Alpha;H;26;Happiness;Low;128;1.063;0
Delta;H;7;Alpha;H;22;Happiness;Low;128;1.063;0
Delta;A;1;Alpha;A;24;Anger;Low;128;1.063;0
Echo;A;7;Delta;A;57;Anger;High;128;1.063;0
Echo;H;2;Bravo;A;26;Anger;Low;128;1.063;0
Delta;A;5;Alpha;A;60;Anger;High;128;1.063;0
Delta;A;10;Charlie;H;30;Happiness;Low;128;1.064;0
Bravo;A;3;Echo;A;20;Anger;Low;128;1.064;0
Delta;H;8;Alpha;H;25;Happiness;Low;128;1.064;0
Bravo;A;1;Echo;A;56;Anger;High;128;1.064;0
Delta;H;9;Alpha;A;24;Anger;Low;128;1.064;0
Bravo;H;2;Echo;A;20;Anger;Low;128;1.064;0
Bravo;A;5;Echo;A;56;Anger;High;128;1.064;0
Bravo;H;3;Echo;A;26;Anger;Low;128;1.064;0
Bravo;A;2;Echo;A;21;Anger;Low;128;1.064;0
Bravo;A;4;Echo;A;56;Anger;High;128;1.064;0
Delta;A;10;Echo;A;24;Anger;Low;128;1.064;0
Delta;A;10;Echo;A;25;Anger;Low;128;1.064;0
Echo;A;1;Bravo;A;29;Anger;Low;128;1.064;0
Echo;A;1;Bravo;A;28;Anger;Low;128;1.064;0
Charlie;A;6;Delta;A;51;Anger;High;128;1.064;0
Bravo;A;5;Echo;A;30;Anger;Low;128;1.064;0
Delta;H;10;Alpha;A;24;Anger;Low;128;1.064;0
Charlie;A;8;Delta;A;25;Anger;Low;128;1.064;0
Delta;A;10;Charlie;H;60;Happiness;High;128;1.064;0
Echo;A;1;Bravo;A;25;Anger;Low;128;1.064;0
Bravo;H;10;Echo;A;29;Anger;Low;128;1.064;0
Delta;A;6;Alpha;H;52;Happiness;High;128;1.064;0
Charlie;H;3;Delta;A;23;Anger;Low;128;1.064;0
Charlie;H;3;Delta;A;24;Anger;Low;128;1.064;0
Bravo;H;0;Echo;A;27;Anger;Low;128;1.064;0
Bravo;A;0;Echo;A;27;Anger;Low;128;1.064;0
Echo;A;10;Delta;A;52;Anger;High;128;1.064;0
Delta;H;7;Alpha;A;28;Anger;Low;128;1.064;0
Bravo;H;4;Echo;A;26;Anger;Low;128;1.064;0
Echo;A;1;Bravo;A;51;Anger;High;128;1.064;0
Delta;A;2;Alpha;H;27;Happiness;Low;128;1.064;0
Charlie;A;5;Delta;A;51;Anger;High;128;1.064;0
Charlie;A;2;Delta;A;60;Anger;High;128;1.064;0
Charlie;A;2;Delta;A;59;Anger;High;128;1.064;0
Bravo;A;7;Echo;A;27;Anger;Low;128;1.064;0
Charlie;H;0;Delta;A;53;Anger;High;128;1.064;0
Charlie;A;0;Delta;A;53;Anger;High;128;1.064;0
Delta;A;1;Alpha;H;21;Happiness;Low;128;1.064;0
Charlie;A;4;Delta;A;51;Anger;High;128;1.064;0
Bravo;A;5;Echo;A;20;Anger;Low;128;1.064;0
Bravo;H;7;Echo;A;28;Anger;Low;128;1.064;0
Echo;A;4;Delta;A;60;Anger;High;128;1.064;0
Echo;A;5;Delta;A;57;Anger;High;128;1.064;0
Charlie;H;4;Delta;A;24;Anger;Low;128;1.064;0
Charlie;H;4;Delta;A;23;Anger;Low;128;1.064;0
Bravo;A;8;Echo;A;28;Anger;Low;128;1.064;0
Echo;A;1;Bravo;A;50;Anger;High;128;1.064;0
Echo;A;1;Bravo;A;24;Anger;Low;128;1.064;0
Bravo;H;5;Echo;A;26;Anger;Low;128;1.064;0
Bravo;A;4;Echo;A;30;Anger;Low;128;1.064;0
Charlie;H;2;Delta;A;24;Anger;Low;128;1.064;0
Charlie;H;2;Delta;A;23;Anger;Low;128;1.064;0
Echo;A;1;Bravo;A;27;Anger;Low;128;1.064;0
Charlie;A;4;Delta;A;26;Anger;Low;128;1.064;0
Echo;A;1;Bravo;A;22;Anger;Low;128;1.065;0
Charlie;A;7;Delta;A;53;Anger;High;128;1.065;0
Bravo;A;1;Echo;A;21;Anger;Low;128;1.065;0
Bravo;H;6;Echo;A;27;Anger;Low;128;1.065;0
Bravo;A;6;Echo;A;56;Anger;High;128;1.065;0
Bravo;A;3;Echo;A;56;Anger;High;128;1.065;0
Delta;H;9;Alpha;H;20;Happiness;Low;128;1.065;0
Bravo;H;3;Echo;A;20;Anger;Low;128;1.065;0
Delta;A;9;Echo;A;54;Anger;High;128;1.065;0
Echo;H;1;Bravo;A;20;Anger;Low;128;1.065;0
Delta;A;3;Alpha;H;30;Happiness;Low;128;1.065;0
Charlie;A;1;Delta;A;60;Anger;High;128;1.065;0
Charlie;A;8;Delta;A;52;Anger;High;128;1.065;0
Delta;A;3;Alpha;H;29;Happiness;Low;128;1.065;0
Charlie;A;1;Delta;A;59;Anger;High;128;1.065;0
Delta;A;3;Alpha;A;27;Anger;Low;128;1.065;0
Charlie;A;7;Delta;A;26;Anger;Low;128;1.065;0
Echo;A;9;Delta;A;53;Anger;High;128;1.065;0
Charlie;A;8;Delta;A;55;Anger;High;128;1.065;0
Delta;A;8;Echo;A;54;Anger;High;128;1.065;0
Bravo;A;6;Echo;A;30;Anger;Low;128;1.065;0
Echo;H;1;Bravo;A;21;Anger;Low;128;1.065;0
Echo;A;8;Delta;A;54;Anger;High;128;1.065;0
Bravo;H;4;Echo;A;20;Anger;Low;128;1.065;0
Echo;H;1;Bravo;A;23;Anger;Low;128;1.065;0
Delta;H;10;Alpha;H;20;Happiness;Low;128;1.065;0
Delta;A;10;Echo;A;54;Anger;High;128;1.065;0
Delta;H;9;Alpha;A;28;Anger;Low;128;1.065;0
Echo;A;1;Bravo;A;26;Anger;Low;128;1.065;0
Delta;A;1;Alpha;H;22;Happiness;Low;128;1.065;0
Charlie;A;5;Delta;A;26;Anger;Low;128;1.065;0
Echo;A;6;Delta;A;55;Anger;High;128;1.065;0
Delta;A;5;Alpha;A;57;Anger;High;128;1.065;0
Bravo;H;1;Echo;A;56;Anger;High;128;1.065;0
Bravo;A;2;Echo;A;55;Anger;High;128;1.065;0
Charlie;A;0;Delta;A;25;Anger;Low;128;1.065;0
Charlie;H;0;Delta;A;25;Anger;Low;128;1.065;0
Bravo;A;3;Echo;A;30;Anger;Low;128;1.065;0
Charlie;A;6;Delta;A;26;Anger;Low;128;1.065;0
Charlie;A;3;Delta;A;50;Anger;High;128;1.065;0
Bravo;A;2;Echo;A;22;Anger;Low;128;1.065;0
Echo;A;4;Delta;A;59;Anger;High;128;1.065;0
Bravo;H;0;Echo;A;26;Anger;Low;128;1.065;0
Bravo;A;0;Echo;A;26;Anger;Low;128;1.065;0
Charlie;A;3;Delta;A;56;Anger;High;128;1.065;0
Delta;H;10;Alpha;A;28;Anger;Low;128;1.065;0
Bravo;A;7;Echo;A;26;Anger;Low;128;1.065;0
Bravo;A;4;Echo;A;21;Anger;Low;128;1.065;0
Bravo;H;5;Echo;A;20;Anger;Low;128;1.065;0
Bravo;A;9;Echo;A;28;Anger;Low;128;1.065;0
Delta;A;2;Alpha;H;28;Happiness;Low;128;1.065;0
Delta;A;2;Alpha;A;26;Anger;Low;128;1.065;0
Bravo;A;6;Echo;A;20;Anger;Low;128;1.065;0
Echo;H;1;Bravo;A;28;Anger;Low;128;1.065;0
Echo;H;1;Bravo;A;29;Anger;Low;128;1.065;0
Echo;A;7;Delta;A;55;Anger;High;128;1.065;0
Echo;A;6;Delta;A;56;Anger;High;128;1.065;0
Bravo;A;2;Echo;A;30;Anger;Low;128;1.065;0
Charlie;A;1;Delta;A;23;Anger;Low;128;1.065;0
Charlie;A;1;Delta;A;24;Anger;Low;128;1.065;0
Echo;H;1;Bravo;A;25;Anger;Low;128;1.065;0
Charlie;A;6;Delta;A;53;Anger;High;128;1.065;0
Delta;H;7;Alpha;H;23;Happiness;Low;128;1.066;0
Bravo;H;8;Echo;A;28;Anger;Low;128;1.066;0
Echo;A;7;Delta;A;56;Anger;High;128;1.066;0
Delta;A;1;Alpha;A;28;Anger;Low;128;1.066;0
Bravo;H;1;Echo;A;21;Anger;Low;128;1.066;0
Delta;H;8;Alpha;H;27;Happiness;Low;128;1.066;0
Bravo;H;9;Echo;A;28;Anger;Low;128;1.066;0
Delta;H;8;Alpha;A;51;Anger;High;128;1.066;0
Bravo;H;7;Echo;A;27;Anger;Low;128;1.066;0
Echo;H;2;Bravo;A;30;Anger;Low;128;1.066;0
Charlie;A;5;Delta;A;53;Anger;High;128;1.066;0
Bravo;H;2;Echo;A;56;Anger;High;128;1.066;0
Charlie;A;3;Delta;A;58;Anger;High;128;1.066;0
Bravo;A;8;Echo;A;27;Anger;Low;128;1.066;0
Bravo;H;6;Echo;A;26;Anger;Low;128;1.066;0
Delta;H;9;Alpha;H;21;Happiness;Low;128;1.066;0
Echo;A;9;Delta;A;52;Anger;High;128;1.066;0
Delta;H;8;Alpha;A;53;Anger;High;128;1.066;0
Bravo;A;1;Echo;A;55;Anger;High;128;1.066;0
Echo;H;1;Bravo;A;51;Anger;High;128;1.066;0
Charlie;A;4;Delta;A;53;Anger;High;128;1.066;0
Charlie;H;6;Delta;A;23;Anger;Low;128;1.066;0
Charlie;H;6;Delta;A;24;Anger;Low;128;1.066;0
Charlie;A;3;Delta;A;57;Anger;High;128;1.066;0
Delta;A;4;Alpha;A;56;Anger;High;128;1.066;0
Delta;H;8;Alpha;A;54;Anger;High;128;1.066;0
Echo;H;1;Bravo;A;24;Anger;Low;128;1.066;0
Bravo;A;10;Echo;A;28;Anger;Low;128;1.066;0
Bravo;A;4;Echo;A;55;Anger;High;128;1.066;0
Bravo;H;2;Echo;A;21;Anger;Low;128;1.066;0
Charlie;A;8;Delta;A;27;Anger;Low;128;1.066;0
Delta;A;5;Alpha;A;59;Anger;High;128;1.066;0
Bravo;A;3;Echo;A;21;Anger;Low;128;1.066;0
Echo;H;1;Bravo;A;27;Anger;Low;128;1.066;0
Echo;H;1;Bravo;A;22;Anger;Low;128;1.066;0
Bravo;A;1;Echo;A;22;Anger;Low;128;1.066;0
Delta;H;10;Alpha;H;21;Happiness;Low;128;1.066;0
Charlie;H;0;Delta;A;54;Anger;High;128;1.066;0
Charlie;A;0;Delta;A;54;Anger;High;128;1.066;0
Bravo;A;5;Echo;A;55;Anger;High;128;1.066;0
Charlie;H;1;Delta;A;60;Anger;High;128;1.066;0
Delta;A;6;Alpha;H;53;Happiness;High;128;1.066;0
Charlie;H;1;Delta;A;59;Anger;High;128;1.066;0
Echo;A;3;Delta;A;60;Anger;High;128;1.066;0
Echo;H;1;Bravo;A;50;Anger;High;128;1.066;0
Bravo;A;1;Echo;A;30;Anger;Low;128;1.066;0
Charlie;A;3;Delta;A;23;Anger;Low;128;1.066;0
Charlie;A;3;Delta;A;24;Anger;Low;128;1.066;0
Delta;A;5;Alpha;H;50;Happiness;High;128;1.066;0
Charlie;A;7;Delta;A;54;Anger;High;128;1.066;0
Delta;H;2;Alpha;A;52;Anger;High;128;1.067;0
Charlie;H;2;Delta;A;60;Anger;High;128;1.067;0
Delta;A;7;Echo;A;60;Anger;High;128;1.067;0
Echo;H;1;Bravo;A;26;Anger;Low;128;1.067;0
Echo;A;5;Delta;A;55;Anger;High;128;1.067;0
Delta;A;1;Alpha;A;53;Anger;High;128;1.067;0
Delta;H;9;Alpha;H;22;Happiness;Low;128;1.067;0
Charlie;H;3;Delta;A;60;Anger;High;128;1.067;0
Charlie;H;5;Delta;A;26;Anger;Low;128;1.067;0
Delta;A;1;Alpha;A;54;Anger;High;128;1.067;0
Bravo;A;9;Echo;A;27;Anger;Low;128;1.067;0
Charlie;A;0;Delta;A;27;Anger;Low;128;1.067;0
Charlie;H;0;Delta;A;27;Anger;Low;128;1.067;0
Charlie;H;2;Delta;A;59;Anger;High;128;1.067;0
Charlie;H;5;Delta;A;60;Anger;High;128;1.067;0
Delta;H;8;Alpha;H;28;Happiness;Low;128;1.067;0
Bravo;H;7;Echo;A;26;Anger;Low;128;1.067;0
Bravo;H;8;Echo;A;27;Anger;Low;128;1.067;0
Bravo;H;3;Echo;A;56;Anger;High;128;1.067;0
Bravo;A;8;Echo;A;26;Anger;Low;128;1.067;0
Bravo;A;5;Echo;A;21;Anger;Low;128;1.067;0
Bravo;H;9;Echo;A;27;Anger;Low;128;1.067;0
Delta;H;10;Alpha;H;22;Happiness;Low;128;1.067;0
Charlie;H;3;Delta;A;59;Anger;High;128;1.067;0
Charlie;A;2;Delta;A;50;Anger;High;128;1.067;0
Bravo;A;4;Echo;A;22;Anger;Low;128;1.067;0
Bravo;A;3;Echo;A;55;Anger;High;128;1.067;0
Delta;H;7;Alpha;H;24;Happiness;Low;128;1.067;0
Charlie;A;1;Delta;A;50;Anger;High;128;1.067;0
Echo;A;6;Delta;A;54;Anger;High;128;1.067;0
Echo;A;10;Delta;A;51;Anger;High;128;1.067;0
Echo;A;1;Bravo;A;30;Anger;Low;128;1.067;0
Bravo;H;3;Echo;A;21;Anger;Low;128;1.067;0
Echo;A;5;Delta;A;56;Anger;High;128;1.067;0
Bravo;H;1;Echo;A;22;Anger;Low;128;1.067;0
Charlie;A;2;Delta;A;23;Anger;Low;128;1.067;0
Charlie;A;2;Delta;A;24;Anger;Low;128;1.067;0
Charlie;A;4;Delta;A;25;Anger;Low;128;1.067;0
Charlie;A;7;Delta;A;25;Anger;Low;128;1.067;0
Bravo;A;6;Echo;A;55;Anger;High;128;1.067;0
Charlie;H;5;Delta;A;59;Anger;High;128;1.067;0
Echo;A;4;Delta;A;58;Anger;High;128;1.067;0
Echo;A;8;Delta;A;53;Anger;High;128;1.067;0
Echo;A;3;Delta;A;59;Anger;High;128;1.067;0
Delta;H;7;Alpha;H;26;Happiness;Low;128;1.067;0
Delta;A;1;Alpha;H;23;Happiness;Low;128;1.067;0
Bravo;H;1;Echo;A;55;Anger;High;128;1.067;0
Echo;A;7;Delta;A;54;Anger;High;128;1.067;0
Echo;H;0;Bravo;A;20;Anger;Low;128;1.067;0
Echo;A;0;Bravo;A;20;Anger;Low;128;1.067;0
Delta;H;6;Alpha;A;52;Anger;High;128;1.067;0
Bravo;A;0;Echo;A;20;Anger;Low;128;1.067;0
Bravo;H;0;Echo;A;20;Anger;Low;128;1.067;0
Bravo;H;4;Echo;A;21;Anger;Low;128;1.067;0
Bravo;H;1;Echo;A;30;Anger;Low;128;1.067;0
Charlie;A;6;Delta;A;54;Anger;High;128;1.067;0
Bravo;H;4;Echo;A;56;Anger;High;128;1.067;0
Bravo;A;10;Echo;A;27;Anger;Low;128;1.067;0
Delta;H;7;Alpha;H;25;Happiness;Low;128;1.067;0
Bravo;A;0;Echo;A;56;Anger;High;128;1.067;0
Bravo;H;0;Echo;A;56;Anger;High;128;1.067;0
Echo;H;0;Bravo;A;21;Anger;Low;128;1.068;0
Echo;A;0;Bravo;A;21;Anger;Low;128;1.068;0
Delta;H;8;Alpha;A;55;Anger;High;128;1.068;0
Echo;H;0;Bravo;A;23;Anger;Low;128;1.068;0
Echo;A;0;Bravo;A;23;Anger;Low;128;1.068;0
Charlie;A;5;Delta;A;54;Anger;High;128;1.068;0
Bravo;H;2;Echo;A;22;Anger;Low;128;1.068;0
Delta;A;1;Alpha;A;51;Anger;High;128;1.068;0
Charlie;H;4;Delta;A;60;Anger;High;128;1.068;0
Delta;H;3;Alpha;A;52;Anger;High;128;1.068;0
Charlie;A;6;Delta;A;25;Anger;Low;128;1.068;0
Bravo;A;2;Echo;A;23;Anger;Low;128;1.068;0
Charlie;A;5;Delta;A;25;Anger;Low;128;1.068;0
Bravo;H;10;Echo;A;28;Anger;Low;128;1.068;0
Charlie;A;4;Delta;A;54;Anger;High;128;1.068;0
Bravo;H;5;Echo;A;21;Anger;Low;128;1.068;0
Charlie;H;3;Delta;A;26;Anger;Low;128;1.068;0
Bravo;A;3;Echo;A;22;Anger;Low;128;1.068;0
Delta;A;6;Alpha;H;55;Happiness;High;128;1.068;0
Bravo;H;2;Echo;A;30;Anger;Low;128;1.068;0
Bravo;A;9;Echo;A;26;Anger;Low;128;1.068;0
Charlie;H;4;Delta;A;59;Anger;High;128;1.068;0
Delta;A;6;Alpha;H;54;Happiness;High;128;1.068;0
Charlie;A;2;Delta;A;56;Anger;High;128;1.068;0
Bravo;H;2;Echo;A;55;Anger;High;128;1.068;0
Bravo;A;7;Echo;A;30;Anger;Low;128;1.068;0
Bravo;H;5;Echo;A;56;Anger;High;128;1.068;0
Bravo;A;6;Echo;A;21;Anger;Low;128;1.068;0
Charlie;H;5;Delta;A;50;Anger;High;128;1.068;0
Echo;H;0;Bravo;A;28;Anger;Low;128;1.068;0
Echo;A;0;Bravo;A;28;Anger;Low;128;1.068;0
Echo;A;0;Bravo;A;29;Anger;Low;128;1.068;0
Echo;H;0;Bravo;A;29;Anger;Low;128;1.068;0
Delta;A;1;Alpha;A;55;Anger;High;128;1.068;0
Echo;A;8;Delta;A;52;Anger;High;128;1.068;0
Bravo;H;8;Echo;A;26;Anger;Low;128;1.068;0
Echo;H;0;Bravo;A;25;Anger;Low;128;1.068;0
Echo;A;0;Bravo;A;25;Anger;Low;128;1.068;0
Charlie;H;4;Delta;A;26;Anger;Low;128;1.068;0
Bravo;H;9;Echo;A;26;Anger;Low;128;1.068;0
Bravo;H;6;Echo;A;20;Anger;Low;128;1.068;0
Echo;A;4;Delta;A;57;Anger;High;128;1.068;0
Charlie;H;2;Delta;A;50;Anger;High;128;1.068;0
Charlie;H;3;Delta;A;50;Anger;High;128;1.068;0
Delta;H;8;Alpha;A;26;Anger;Low;128;1.068;0
Delta;A;2;Alpha;A;29;Anger;Low;128;1.068;0
Charlie;H;1;Delta;A;50;Anger;High;128;1.068;0
Bravo;A;7;Echo;A;56;Anger;High;128;1.068;0
Delta;A;0;Alpha;A;52;Anger;High;128;1.068;0
Delta;H;0;Alpha;A;52;Anger;High;128;1.068;0
Charlie;A;2;Delta;A;58;Anger;High;128;1.068;0
Charlie;H;2;Delta;A;26;Anger;Low;128;1.068;0
Echo;A;5;Bravo;H;20;Happiness;Low;128;1.068;0
